id;account_id;payment_form_id
322942;522660;1
322944;234051;4
322960;704158;1
322962;440904;3
322978;50892;1
322994;760404;3
323010;93821;4
323020;707820;1
323036;18096;2
323038;683221;3
323040;663234;3
323046;420730;1
323048;622065;1
323050;494360;4
323062;317660;3
323068;780125;1
323106;106761;4
323110;688329;3
323112;112476;1
323122;779044;1
323126;536557;3
323128;120775;1
323142;383035;1
323144;391095;1
323154;337062;3
323158;30184;1
323168;774804;3
323172;529067;1
323174;348313;3
323180;67824;1
323184;127260;3
323200;16525;3
323204;776208;3
323208;259671;4
323214;717355;1
323224;540407;4
323240;774845;3
323244;651228;1
323248;361214;1
323266;128849;3
323270;435218;4
323278;85926;4
323286;772401;1
323290;510209;1
323292;323817;4
323296;40695;1
323300;323817;4
323314;723888;3
323316;576779;1
323318;500319;3
323346;790531;3
323348;706797;4
323354;328218;1
323362;774956;1
323394;669389;3
323404;650364;1
323406;580115;3
323412;508753;1
323418;113346;3
323420;788543;4
323422;304056;4
323432;94539;3
323438;404375;4
323442;273287;1
323478;778085;1
323500;618618;1
323506;489845;1
323512;601573;1
323526;121165;1
323540;240723;1
323572;618128;3
323576;228370;1
323596;340116;1
323598;753160;3
323616;4361;1
323618;498366;3
323628;328916;4
323636;776069;3
323657;438090;4
323665;217150;4
323667;294294;4
323669;191177;3
323673;751278;3
323726;791328;3
323728;768817;3
323758;401635;1
323761;535704;4
323773;294070;4
323777;777427;3
323785;431046;1
323803;787038;3
323837;776391;1
323839;502675;1
323841;770706;1
323843;452337;1
323847;741244;1
323853;775655;4
323855;751479;1
323867;20199;1
323884;414498;3
323900;337713;4
323904;79452;1
323914;56602;1
323942;597894;1
323948;764190;3
323952;785721;3
323962;697749;3
323994;781128;3
324008;790680;4
324024;792335;1
324026;445107;2
324058;732918;4
324064;620754;3
324072;331016;3
324076;417665;1
324078;655907;1
324080;246400;2
324098;92590;3
324104;243485;1
324108;396415;1
324114;57528;1
324116;736491;3
324134;342672;1
324154;499315;1
324162;129794;3
324174;524740;1
324178;48561;1
324182;283598;4
324186;256356;3
324192;622065;1
324208;778983;1
324218;745722;1
324230;70488;4
324238;744890;1
324246;615249;1
324250;30432;3
324252;136509;1
324260;781144;1
324262;134361;4
324272;757899;3
324274;405700;1
324276;784566;1
324280;106674;4
324282;456000;1
324298;92590;1
324300;757167;4
324324;718458;1
324328;17991;4
324336;732327;1
324362;754884;3
324366;753620;1
324368;132102;1
324388;253779;3
324394;123840;1
324408;744185;1
324434;741916;4
324440;477421;1
324444;735054;1
324460;754038;1
324468;567380;4
324470;793467;3
324472;761500;4
324482;740211;1
324512;765198;1
324520;485766;1
324526;167735;1
324530;382284;3
324540;776960;4
324544;353652;4
324563;52090;1
324583;197718;1
324591;108703;1
324601;598278;1
324611;773781;4
324621;730998;1
324641;769818;4
324643;392485;4
324645;441864;3
324655;705404;1
324657;781361;3
324667;793950;3
324693;351470;3
324719;650541;4
324725;783999;3
324745;641046;4
324747;693252;1
324749;258328;3
324757;200368;1
324773;346623;3
324785;789838;3
324789;258629;1
324795;124175;2
324814;725247;1
324816;82113;4
324822;763488;3
324830;654462;1
324836;786969;2
324840;415206;1
324856;706356;1
324862;98988;3
324868;633087;1
324870;723543;1
324874;781635;3
324886;36408;3
324912;723336;4
324914;794350;3
324926;676938;1
324930;269815;3
324932;14625;1
324940;782208;4
324950;643200;3
324964;94482;4
324976;794433;1
324988;364135;3
325012;336525;3
325020;30459;1
325024;783576;1
325028;788133;3
325034;683631;3
325045;143325;3
325050;776094;1
325060;317736;1
325068;193479;3
325092;489937;1
325098;717261;1
325102;779646;1
325116;785755;4
325118;130835;1
325140;729673;3
325142;82960;4
325146;616035;1
325150;569535;1
325152;553494;3
325156;6894;1
325166;254181;1
325184;784063;1
325186;769727;3
325194;211510;4
325214;626448;3
325216;229422;4
325220;374853;1
325230;606800;1
325240;780580;3
325248;498624;1
325250;776166;3
325260;649650;4
325262;171840;3
325264;25086;1
325272;706880;1
325274;353361;3
325282;782337;3
325288;518203;1
325292;774669;3
325298;428952;1
325310;484666;1
325318;422169;1
325320;401968;1
325328;149358;3
325346;191361;1
325348;334615;3
325380;460941;3
325384;441775;1
325404;337755;4
325408;795635;1
325420;147056;1
325430;220155;1
325450;269319;3
325462;665895;1
325464;566421;3
325494;493925;1
325498;124675;1
325500;649446;4
325502;743575;1
325510;747955;3
325514;31692;3
325518;251775;3
325520;730615;3
325531;279123;3
325539;90609;1
325541;291010;4
325553;255367;1
325567;646285;1
325569;779997;3
325583;640299;1
325585;684855;1
325603;28655;4
325629;470715;4
325639;659136;1
325647;753723;4
325651;660327;1
325653;784935;1
325659;158019;4
325663;216097;1
325665;189340;3
325675;105447;3
325697;511812;4
325719;167735;1
325733;492267;4
325767;611710;1
325775;52003;2
325777;780440;3
325779;752330;1
325781;407965;4
325791;361160;3
325793;190761;3
325801;122364;1
325805;380508;1
325823;730650;3
325837;134050;3
325839;489675;1
325847;272268;1
325857;19955;1
325861;108654;1
325865;762244;3
325867;785796;1
325869;340775;1
325871;36967;1
325887;74907;1
325889;341181;3
325893;358062;3
325895;190983;3
325901;613620;4
325903;768084;3
325907;304760;1
325923;775306;1
325925;68577;3
325945;791040;3
325951;551480;4
325953;80390;4
325963;601587;4
325965;306901;2
325969;132290;3
325971;692170;1
325975;200670;1
325977;791595;1
325983;125425;1
325993;265328;1
326021;767214;3
326029;352842;3
326035;494121;1
326051;61251;4
326053;703125;1
326057;687778;4
326063;516594;2
326073;245187;1
326097;691593;1
326107;349623;3
326111;532406;1
326117;554210;1
326123;288125;3
326127;1461;4
326131;188745;1
326135;136580;3
326143;40404;3
326145;327675;3
326157;783090;3
326159;203676;1
326165;239739;1
326171;728961;1
326173;681360;1
326179;597117;1
326189;93765;2
326193;260562;3
326201;169624;3
326213;327237;1
326215;314342;1
326221;781548;1
326227;159126;1
326231;130800;3
326235;13662;4
326243;105519;1
326245;783910;4
326247;788871;4
326249;630210;1
326261;169099;4
326267;497562;1
326269;768591;4
326279;775295;1
326297;493385;1
326299;509152;1
326303;785229;1
326309;126501;3
326317;798030;3
326337;787000;3
326343;783252;1
326349;381288;2
326357;507744;1
326365;639010;1
326377;441147;4
326383;750850;3
326395;628038;4
326397;695640;1
326413;784914;4
326425;391235;4
326441;171766;4
326461;583974;1
326465;501890;1
326469;784540;4
326473;794556;4
326475;793485;1
326501;410580;4
326517;321830;1
326533;781610;1
326535;791823;1
326541;173001;1
326547;165543;1
326571;163597;1
326573;314265;3
326581;768235;3
326607;218940;3
326643;145740;2
326685;343763;3
326687;192990;4
326693;731680;3
326709;298914;3
326717;107694;1
326719;220304;2
326721;501408;1
326735;122585;3
326747;539697;1
326749;795545;1
326759;173511;1
326765;364761;1
326769;224080;1
326777;225040;1
326803;786687;1
326805;389631;3
326815;45174;1
326823;677886;1
326825;775201;1
326835;106245;3
326845;542165;3
326873;67824;1
326885;533995;1
326887;554981;1
326889;171785;2
326891;799414;3
326917;771615;3
326935;593271;1
326941;400452;3
326945;777655;3
326951;138024;1
326973;684509;1
326983;793250;1
326989;282054;1
326997;737499;3
327031;112041;1
327053;495168;1
327059;414051;4
327067;482450;4
327069;785200;3
327097;467866;1
327119;740225;3
327135;786863;3
327143;501624;1
327145;551469;1
327167;135666;1
327175;258615;1
327201;734232;4
327213;385344;1
327215;329622;4
327221;778379;3
327231;190218;1
327237;268773;1
327269;626154;1
327277;788082;3
327279;779855;4
327289;764088;3
327293;793494;3
327301;299320;3
327305;745407;1
327317;678582;1
327333;261235;1
327335;181780;3
327339;789187;3
327345;417955;4
327351;59106;4
327357;771612;3
327367;542005;1
327371;535374;1
327385;752510;1
327399;636520;1
327401;172008;2
327405;128493;1
327417;281596;1
327441;603477;3
327443;642816;1
327451;196092;3
327453;789537;3
327485;131097;1
327495;772120;3
327507;396485;3
327509;256018;4
327511;524650;1
327518;779142;3
327522;224080;1
327524;729675;1
327526;351444;3
327528;304340;4
327538;54372;4
327542;361482;3
327546;790479;3
327574;541863;4
327580;142062;4
327596;133395;4
327602;800061;4
327627;790135;3
327655;76398;3
327661;410019;4
327663;421512;1
327671;790146;3
327685;353700;4
327699;740736;1
327707;791435;3
327711;430503;3
327713;773650;3
327717;365532;3
327727;402380;1
327731;266560;1
327745;791256;4
327751;239802;3
327757;791060;3
327767;799305;3
327773;404919;4
327775;463386;1
327783;413556;1
327793;490788;1
327821;709683;1
327825;49599;1
327829;212185;3
327862;701105;1
327866;79812;1
327880;744898;3
327904;334503;1
327920;774845;3
327928;207771;3
327934;1370;3
327952;36722;3
327960;802185;1
327972;125247;1
327988;786753;3
327996;549416;3
328002;455964;1
328008;454542;4
328012;789691;1
328016;153605;3
328038;65086;1
328048;792981;1
328052;317628;3
328058;191379;4
328060;228897;3
328062;57988;3
328066;733235;3
328070;503465;4
328078;405099;4
328080;288987;3
328084;489603;1
328086;360525;1
328088;640299;1
328130;269353;4
328134;588228;1
328138;422298;3
328154;17605;1
328160;736053;1
328168;42280;1
328194;303653;4
328204;619593;3
328218;98350;4
328232;295140;4
328240;450654;4
328254;60792;1
328260;789546;1
328262;292730;1
328266;447987;4
328274;668154;3
328300;743262;1
328306;352884;4
328318;123183;4
328320;712263;1
328335;769880;1
328341;317724;4
328361;528920;1
328371;660625;1
328373;792130;3
328389;708550;1
328391;95679;1
328401;645078;4
328403;17826;1
328407;461665;4
328415;15348;3
328435;152517;4
328443;11990;1
328445;701223;1
328449;61179;3
328463;493686;1
328479;544338;1
328493;803615;3
328499;441690;1
328501;319818;4
328503;301005;1
328509;753750;3
328516;410478;2
328518;229077;1
328534;773958;3
328536;791165;3
328560;727272;3
328564;54261;3
328570;260286;3
328572;491718;1
328580;16970;3
328582;711771;4
328584;99778;3
328592;296744;1
328594;791021;1
328596;118240;3
328600;505572;3
328614;308620;1
328630;797946;3
328642;190749;1
328650;790555;1
328652;125235;1
328660;381852;1
328680;480650;1
328684;501910;1
328698;461817;3
328702;729162;3
328712;149324;3
328714;137560;4
328726;545547;4
328730;136165;3
328732;112760;3
328746;352533;3
328756;353586;3
328766;790578;1
328772;739299;1
328776;751011;1
328784;356331;3
328798;475435;1
328800;16473;1
328802;4131;4
328804;792864;1
328810;774545;1
328812;678895;1
328822;53032;3
328826;126763;4
328832;411754;3
328836;9575;4
328844;385386;1
328854;370371;1
328856;4319;1
328858;370371;1
328860;87416;1
328870;789486;3
328878;266226;1
328882;588762;1
328886;391235;3
328888;346234;3
328897;772715;3
328899;572190;1
328925;793269;3
328961;425868;1
328969;50892;1
328977;547456;1
328979;251136;3
328981;340312;1
328983;757547;1
328985;154116;4
328999;551856;4
329009;753705;4
329025;338680;1
329031;722148;4
329041;413785;1
329051;234829;1
329059;331856;2
329061;268773;1
329067;496782;4
329077;729027;1
329089;211611;3
329099;607947;1
329117;238305;4
329123;155911;1
329137;747846;3
329139;146840;4
329145;572751;1
329167;795861;4
329181;489324;4
329189;804139;4
329195;803781;3
329215;321225;1
329217;553506;1
329223;559640;4
329233;346326;3
329235;739524;1
329241;122487;3
329243;765445;1
329253;743412;3
329269;173358;4
329271;433363;1
329287;660774;4
329305;469889;4
329319;405650;1
329327;791019;3
329341;404562;1
329347;742675;4
329387;68223;1
329416;501914;3
329418;585693;1
329426;118602;3
329428;315648;4
329436;791421;3
329440;88023;4
329446;794232;3
329476;52494;1
329480;449637;3
329492;805212;1
329498;546294;1
329504;132666;3
329508;143030;1
329510;797574;1
329542;113755;4
329546;779835;3
329568;722239;3
329580;316326;2
329584;735678;3
329588;674697;3
329596;388910;3
329604;13518;1
329610;74178;2
329622;625505;3
329630;676938;1
329668;479430;1
329682;475517;1
329684;678582;1
329686;333025;1
329690;244152;4
329702;4824;3
329706;256893;1
329714;760580;1
329720;677330;1
329746;24573;1
329768;678582;1
329770;641385;3
329808;216945;3
329818;366107;3
329826;726267;3
329828;459580;1
329840;806559;3
329848;753027;1
329854;753027;1
329864;353493;1
329868;615005;1
329876;667926;1
329898;794469;4
329922;673758;1
329930;537987;1
329954;795807;1
329984;642108;3
329992;265328;1
329996;510125;1
329998;779652;3
330000;789325;1
330002;490100;1
330008;796437;3
330012;32787;3
330024;114357;3
330032;572520;4
330044;783804;3
330062;498428;1
330072;255367;1
330076;352324;3
330078;788984;3
330088;767585;1
330114;550269;3
330122;126705;1
330162;760869;3
330177;49263;1
330201;609364;1
330221;70895;3
330227;679742;1
330237;757005;3
330241;118602;1
330261;16961;1
330273;525888;1
330279;649875;1
330289;372351;4
330293;372351;4
330311;422181;3
330325;753715;3
330333;736053;1
330345;796515;1
330347;697510;1
330355;683345;1
330369;784335;3
330371;800645;3
330385;632223;1
330387;201402;2
330391;794730;1
330393;654711;1
330413;90126;1
330447;796251;1
330469;627876;1
330473;615249;1
330479;796722;1
330481;720041;1
330491;94821;1
330495;304443;4
330503;83592;3
330527;718458;1
330535;341299;4
330539;692095;1
330543;354396;1
330545;295644;1
330549;454362;1
330554;158076;1
330581;181447;1
330585;507913;1
330593;86937;1
330615;788055;3
330617;22715;2
330653;425433;3
330665;45093;1
330679;287434;2
330683;608307;4
330687;300966;4
330689;491718;1
330693;105519;1
330701;97715;4
330703;30459;1
330707;791031;3
330717;786254;4
330719;180957;3
330723;63616;1
330735;363414;1
330761;456030;4
330765;584979;3
330775;505509;1
330783;70053;3
330787;250520;4
330803;489603;1
330805;163272;1
330819;187041;1
330825;742600;3
330831;232356;4
330843;545565;4
330849;354774;3
330861;644346;1
330863;422860;4
330877;449853;1
330887;313852;3
330893;294784;3
330899;276954;2
330913;797325;1
330919;220776;2
330925;362170;3
330931;795940;1
330941;686181;3
330943;808905;4
330979;275175;3
330991;263185;3
331013;559158;3
331033;795298;1
331059;266241;4
331097;795088;3
331105;268077;1
331125;127695;1
331127;506961;1
331129;797900;4
331135;656022;4
331143;755325;3
331145;162200;1
331151;457101;1
331165;806932;4
331167;442023;4
331187;47440;1
331191;748266;1
331199;575787;3
331203;677886;1
331207;796815;3
331225;493385;1
331227;171969;1
331243;797166;1
331247;69245;4
331249;281505;1
331259;691026;1
331271;399924;1
331275;498453;2
331291;690699;1
331295;670103;4
331313;398826;4
331317;477197;4
331319;38295;1
331359;472346;1
331363;518510;1
331385;346820;3
331389;638376;3
331427;531273;4
331441;668375;3
331447;158838;2
331449;47117;1
331459;188199;1
331463;797945;3
331465;809646;3
331469;368871;4
331497;167735;1
331509;403953;1
331523;604707;1
331533;236895;1
331535;686575;1
331545;250059;1
331570;600834;4
331572;428631;1
331576;290565;1
331586;496236;1
331588;645589;3
331596;469025;4
331600;247467;1
331604;46100;1
331608;461665;4
331612;733377;4
331616;327640;1
331626;515018;1
331658;810069;1
331662;300642;1
331664;731193;3
331678;773094;3
331682;50535;4
331686;797721;1
331688;355083;3
331698;796011;4
331714;777250;3
331722;753483;3
331738;252721;3
331754;216097;1
331766;593150;1
331778;533945;1
331782;649974;1
331786;798635;3
331812;148473;1
331818;479214;1
331848;193800;4
331850;330258;3
331852;416245;1
331860;799570;3
331862;198417;3
331864;180534;4
331873;89054;4
331875;755195;3
331881;49944;3
331885;105295;1
331887;548885;1
331891;199593;1
331893;120535;3
331915;487630;3
331917;770373;3
331919;159355;3
331933;766041;3
331959;161661;1
331983;613647;1
331995;451647;3
332001;28655;2
332015;692170;1
332045;810640;3
332049;479440;3
332079;569814;3
332087;274818;4
332105;315430;3
332109;60725;1
332113;220998;4
332121;86937;1
332139;88992;3
332143;340713;1
332145;506268;4
332153;709700;3
332155;369222;1
332171;727490;1
332187;111685;3
332199;810905;1
332213;772299;3
332223;482952;1
332233;634606;4
332263;660831;1
332271;647975;4
332273;651833;1
332293;749232;1
332307;286848;4
332324;802056;3
332344;414051;4
332348;696426;3
332350;220419;1
332354;696426;1
332358;365905;3
332360;14540;1
332362;171815;1
332366;232491;1
332374;66633;3
332388;77955;4
332412;471565;1
332420;484308;4
332422;691851;1
332424;441855;4
332458;80540;1
332468;799175;1
332470;102657;4
332474;802443;1
332476;811458;3
332498;538258;1
332502;341465;3
332506;508965;1
332520;394310;3
332524;138024;1
332548;132285;3
332554;270702;3
332562;79629;4
332564;800253;1
332580;682600;1
332584;447425;1
332588;120970;1
332618;797343;3
332648;310645;4
332668;772026;1
332684;290305;4
332694;128613;1
332704;141175;3
332706;801189;4
332710;73545;1
332726;52482;4
332744;670896;3
332746;322953;2
332748;732687;3
332775;144978;1
332777;169203;3
332779;279215;4
332781;195198;4
332785;296493;4
332805;383628;1
332807;482450;4
332809;387267;1
332811;772164;3
332819;247387;4
332823;188776;4
332829;596620;1
332837;67824;1
332849;801731;4
332859;802088;1
332861;466053;2
332880;422675;1
332886;228324;1
332890;298460;1
332900;422181;3
332902;470255;1
332914;118505;1
332928;86451;1
332934;229536;3
332936;402283;1
332940;195312;3
332950;536991;1
332958;211716;2
332962;812560;3
332964;364168;3
332982;749751;3
332984;396520;4
332986;778824;3
332990;794585;1
332994;812634;1
333012;217548;4
333014;800910;3
333018;672868;2
333024;503050;1
333034;556451;4
333054;810879;3
333068;747405;1
333070;770275;1
333072;98184;3
333080;196765;1
333084;305547;3
333112;252501;4
333130;102111;4
333136;790758;1
333142;736527;1
333189;346218;4
333195;734436;1
333201;425768;2
333207;812976;1
333209;34118;2
333213;804425;3
333221;800350;3
333245;356952;3
333253;800422;3
333255;773517;3
333257;804734;1
333277;802203;1
333283;764373;1
333287;317724;1
333289;802090;3
333293;786359;4
333297;368837;1
333303;455769;4
333313;193950;1
333325;75663;2
333338;766345;3
333346;132768;3
333356;111041;3
333358;599934;1
333360;802188;3
333362;783861;3
333366;94990;1
333370;390855;3
333390;804672;3
333396;799809;4
333408;4962;4
337136;746283;3
337144;689865;1
337158;813819;1
337164;794337;1
337174;793818;3
337176;118497;3
337182;709683;1
337188;590931;1
337228;558378;1
337234;744306;4
337246;93443;1
337274;807027;3
337288;816700;3
337292;814065;3
337302;810942;2
337304;460070;4
337306;762760;1
337308;809766;3
337312;326210;1
337316;812856;3
337338;532406;1
337346;420540;3
337350;41680;1
337358;756471;1
337366;493385;4
337370;356010;4
337378;142617;2
337382;70084;4
337388;811656;3
337390;393029;4
337400;715253;3
337408;90021;1
337416;821526;3
337428;401635;1
337434;88185;1
337444;549777;3
337458;22851;1
337464;812397;1
337470;803688;3
337476;734436;1
337498;314685;1
337508;42339;4
337512;760401;3
337520;115593;4
337528;466750;3
337536;819845;3
337542;347163;4
337544;348267;1
337570;811476;1
337574;15027;4
337590;297610;3
337604;228222;4
337618;810813;3
337626;821954;4
337640;634340;4
337654;797325;1
337660;378924;1
337678;778115;3
337700;510633;1
337702;481295;3
337720;808240;1
337766;385131;1
337786;281079;1
337794;227305;4
337798;54435;1
337810;207048;3
337812;666801;1
337816;599193;1
337818;785292;1
337838;169463;1
337840;115661;4
337848;63040;3
337869;197718;1
337871;167616;1
337879;92745;1
337916;497898;1
337920;716780;3
337924;228024;3
337934;364758;3
337936;84090;1
337946;489603;1
337960;822770;4
337974;156099;3
337978;419094;1
337982;249277;1
337986;364527;3
337994;419094;1
338002;119770;3
338018;760908;1
338020;333996;1
338026;198234;1
338034;14231;4
338038;757570;3
338040;36755;1
338069;813260;3
338071;760690;4
338077;814681;3
338079;520580;1
338085;720272;1
338093;236784;4
338107;236784;4
338113;232491;2
338117;76722;4
338127;35805;1
338131;795985;1
338135;101090;4
338139;821530;3
338145;581805;1
338147;452922;1
338151;26200;3
338153;687171;1
338155;267039;1
338171;48910;4
338177;649611;1
338181;308042;3
338183;813115;3
338195;696471;3
338199;812645;3
338201;616265;1
338205;795545;1
338207;632523;3
338213;753534;1
338217;372717;1
338221;709893;1
338227;508424;1
338235;91623;4
338243;98649;3
338251;611405;1
338257;118258;4
338277;16464;3
338287;822710;3
338295;301647;2
338305;742115;1
338307;57510;1
338319;823291;3
338327;125022;4
338329;250527;3
338333;804363;3
338349;242016;2
338351;151137;1
338361;105813;4
338375;779095;4
338377;413785;1
338381;489099;1
338405;811659;1
338426;523733;1
338434;808734;4
338436;613620;4
338446;1821;1
338460;193950;1
338472;802850;1
338480;809400;2
338490;222735;3
338502;813702;1
338504;150198;3
338506;813190;3
338508;67000;3
338516;546294;1
338524;279207;1
338529;65568;1
338549;375531;3
338551;602695;3
338581;494065;3
338609;553110;3
338625;174865;2
338631;788676;1
338681;716535;3
338683;495435;4
338685;730476;3
338703;332184;3
338714;820310;1
338725;172473;3
338729;812336;1
338749;9339;3
338751;376476;3
338753;243420;1
338755;717261;1
338765;711024;3
338789;539868;1
338795;814497;4
338809;812724;1
338831;503772;1
338839;131838;3
338843;534711;3
338865;413231;4
338879;290886;1
338897;116478;1
338899;328111;1
338902;51345;1
338906;813440;1
338926;801830;3
338932;365499;3
338934;823125;1
338936;711243;1
338954;15312;1
338958;597820;4
338962;574380;1
338967;408575;4
338969;766776;3
338977;98500;4
338983;402965;1
338993;43335;1
339023;129846;3
339031;707820;4
339035;190925;4
339049;437780;1
339053;824547;3
339057;683052;4
339077;177879;3
339079;684341;4
339121;817054;3
339139;816470;1
339145;223017;3
339147;740350;1
339155;137459;1
339165;825104;1
339173;291921;1
339181;503097;1
339185;755481;3
339201;508470;1
339203;364584;1
339213;45330;1
339217;217239;3
339231;182121;4
339241;251295;1
339243;251295;1
339245;359148;3
339250;764082;1
339277;195335;1
339287;471445;1
339304;729675;1
339314;689991;1
339318;815763;1
339334;226035;1
339338;470288;4
339344;447399;1
339346;804155;1
339348;572703;4
339354;362660;1
339364;412530;1
339366;346299;3
339378;125845;1
339382;462364;4
339398;40957;1
339402;292638;1
339418;140682;4
339422;819843;3
339426;125629;1
339428;128493;1
339432;537603;1
339438;653705;4
339444;701124;1
339448;815935;3
339492;244330;4
339496;219822;3
339504;384327;1
339506;684336;1
339510;471875;4
339534;787584;1
339556;782341;4
339564;708900;1
339576;87546;4
339590;256893;1
339620;753508;1
339626;109382;4
339634;401545;4
339652;467201;1
339654;54425;1
339670;365440;3
339688;240667;1
339702;471534;4
339736;765680;1
339760;608237;1
339766;301850;1
339778;311650;1
339780;81378;4
339794;79452;1
339798;487515;1
339820;812946;4
339822;794403;1
339830;126930;3
339842;616881;1
339844;50428;4
339846;58030;4
339858;824622;3
339880;344665;1
339884;819687;1
339892;230960;4
339894;402283;1
339912;41664;3
339914;681360;1
339922;114357;3
339944;76783;4
339950;465936;1
339976;490293;1
339980;817825;3
340004;628535;3
340016;816099;4
340018;237984;2
340036;625135;1
340038;782570;1
340046;273080;2
340058;707805;1
340084;819070;4
340124;821926;3
340136;818552;3
340148;820263;4
340154;11425;1
340158;438025;3
340160;658865;4
340170;458374;3
340188;702561;1
340202;682563;1
340220;130195;3
340224;780395;1
340230;793375;3
340232;818394;3
340248;825170;1
340258;651365;4
340282;243837;1
340284;820233;1
340288;467676;4
340300;818363;3
340310;165456;1
340324;296645;1
340326;828546;1
340366;293916;1
340368;349107;1
340370;104594;1
340372;743340;1
340376;200368;1
340388;439292;1
340406;53985;3
340431;754621;1
340437;816576;1
340445;461139;1
340455;260050;3
340457;231276;1
340461;132955;1
340465;374130;3
340479;317440;1
340485;822815;3
340487;205394;3
340491;144815;4
340493;359748;1
340495;254343;3
340509;338973;1
340513;497329;1
340536;455095;1
340538;211510;4
340542;288195;1
340555;260562;3
340573;34585;3
340599;434812;1
340605;571668;1
340607;805675;3
340615;128979;1
340619;806605;3
340623;811495;1
340627;569556;4
340633;728907;3
340635;484308;4
340639;20475;1
340643;304135;4
340649;193479;3
340653;653324;1
340657;656583;1
340663;809451;3
340685;401330;3
340689;335785;2
340695;607668;3
340701;282681;3
340703;462364;4
340707;64736;3
340725;545570;3
340727;691593;1
340737;267039;1
340763;334908;3
340765;361428;3
340781;440991;3
340818;647832;3
340820;768462;3
340828;36925;4
340836;183316;1
340855;479169;4
340865;52785;4
340877;820351;1
340883;811000;1
340895;491815;1
340903;71550;1
340907;819480;1
340921;165965;4
340945;538239;3
340965;829494;3
340967;797664;1
340975;695643;3
340985;219130;1
340987;601416;4
340993;823911;3
340997;374163;2
340999;641046;4
341005;829386;1
341019;766696;4
341023;475135;4
341029;41229;1
341033;794178;3
341056;51226;3
341062;814500;1
341068;512585;1
341074;714330;1
341076;819228;3
341078;511533;1
341088;819786;3
341094;581733;3
341106;681590;3
341142;438873;4
341214;825762;3
341222;270816;1
341248;330288;1
341256;515155;1
341258;600234;3
341267;456225;1
341295;819222;1
341297;406375;1
341307;770925;1
341311;796120;1
341315;504483;4
341341;518841;1
341347;819532;4
341373;808881;1
341377;152593;1
341413;676938;4
341423;614205;1
341427;253392;4
341433;98010;1
341447;830418;3
341459;601060;1
341461;827230;4
341463;359226;4
341473;679335;1
341487;192990;2
341489;797253;3
341497;349811;2
341499;291081;4
341507;152652;3
341513;221148;1
341517;294820;4
341531;362905;1
341541;535055;1
341551;774930;1
341555;802046;3
341559;484944;1
341575;153483;4
341577;761855;3
341597;725628;1
341603;828810;1
341607;811197;3
341609;267386;2
341613;129714;1
341623;770076;1
341627;364135;3
341631;816207;3
341635;504471;1
341659;642980;3
341665;830715;1
341671;655236;1
341683;820413;3
341739;830525;3
341755;39385;1
341785;785724;3
341789;14910;3
341791;736527;1
341811;649470;1
341831;821569;3
341835;331856;4
341839;290416;2
341841;641046;4
341857;413724;1
341859;674661;3
341861;310989;1
341873;321225;1
341879;422335;3
341887;290913;4
341889;339033;3
341901;341278;3
341907;756730;4
341923;78114;1
341939;182955;1
341943;811015;3
341947;595616;3
341967;281079;1
341969;816116;1
341979;498694;1
341985;525145;1
341991;254500;1
341997;557343;1
342001;273771;1
342007;44135;4
342023;296823;4
342027;223143;1
342035;543123;1
342037;816402;4
342042;670218;1
342054;199800;1
342072;43475;4
342084;486528;1
342096;43764;3
342108;22274;1
342120;292590;3
342136;775105;1
342144;528490;1
342174;823823;3
342176;192225;4
342178;48300;3
342182;68945;1
342198;823431;4
342226;133974;3
342232;347163;4
342236;822365;3
342240;284035;4
342254;757710;1
342256;521195;1
342282;328960;1
342290;739557;1
342296;304135;4
342304;641590;1
342308;689721;1
342323;483654;1
342331;357616;1
342333;44130;1
342335;831864;3
342343;414615;1
342361;822465;1
342365;672906;1
342367;805515;3
342383;800045;3
342401;817341;3
342411;753508;1
342435;535272;3
342453;137977;1
342473;413181;3
342493;6423;2
342505;767125;1
342507;518214;1
342513;93732;4
342535;649866;1
342555;690582;1
342571;633087;1
342573;641490;4
342575;831940;1
342595;797283;4
342601;341607;3
342607;577803;3
342611;82131;1
342621;358036;1
342623;357783;1
342633;720041;1
342635;740031;3
342645;105099;1
342651;44840;1
342653;269820;4
342659;44840;3
342661;671037;1
342667;269820;4
342669;304743;1
342673;223655;3
342683;87700;3
342685;750033;1
342703;543072;3
342711;375144;1
342721;56772;3
342762;52494;1
342764;821574;1
342766;113412;4
342786;357657;4
342792;458598;1
342794;572418;1
342796;74520;1
342798;766565;3
342811;819355;3
342813;264666;3
342821;225040;1
342823;211160;4
342825;452667;1
342829;659208;3
342839;335667;1
342845;686694;1
342853;311030;3
342857;445467;1
342863;224063;1
342867;685389;1
342873;518541;1
342883;784566;1
342885;778729;1
342889;111120;3
342891;136090;2
342915;398454;4
342925;382424;1
342927;819402;1
342937;274482;4
342947;456421;4
342959;819924;3
342961;813955;1
342963;134708;1
342989;58626;1
343003;828247;3
343005;450674;4
343009;570843;1
343011;833172;3
343013;202153;4
343033;124675;3
343065;467775;4
343069;321837;1
343085;833355;3
343099;823143;1
343136;114725;1
343142;44840;1
343148;823908;1
343150;746011;1
343154;233198;1
343160;77063;1
343174;799458;1
343176;444990;4
343198;545961;1
343206;24332;1
343216;21995;1
343224;657377;1
343232;374742;3
343236;832992;3
343238;716601;4
343242;53494;4
343249;83660;1
343263;670474;1
343265;32727;1
343267;728907;1
343269;572327;1
343279;404103;1
343283;322812;1
